beverages,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,white bread,brown bread,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,butter milk,cocoa drinks,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,waffles,cake bar,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
curd,dessert,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,cream cheese ,cereals,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soft cheese,coffee,,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled water,waffles,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,white wine,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,candy,,,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,soft cheese,sliced cheese,cream cheese ,frozen meals,frozen fish,domestic eggs,white bread,sugar,cereals,fruit/vegetable juice,bottled beer,waffles,,,,,,,,,
frankfurter,ham,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,,,cake bar,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
curd,cream cheese ,semi-finished bread,zwieback,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,whole milk,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,salt,liquor (appetizer),detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,dessert,spread cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,
beef,berries,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,spices,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,pip fruit,herbs,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,UHT-milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,bottled beer,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,chewing gum,,,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,pastry,soda,,make up remover,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,yogurt,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,sugar,coffee,shopping bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beverages,UHT-milk,soda,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,beef,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soda,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,whole milk,butter milk,whipped/sour cream,beverages,hard cheese,rolls/buns,dish cleaner,cookware,,,,,,,,,,,,,,,,,,,,
sausage,beef,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,sliced cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,curd,bottled beer,cake bar,oil,baking powder,tea,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,tropical fruit,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,root vegetables,other vegetables,dessert,butter milk,beverages,cream cheese ,rolls/buns,brown bread,tea,bottled water,,,,,,,,,,,,,,,,,,,,
meat,citrus fruit,other vegetables,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,mustard,bottled water,,rolls/buns,spices,house keeping products,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,beverages,sliced cheese,curd,sliced cheese,rolls/buns,salty snack,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,root vegetables,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,butter,rolls/buns,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,beverages,Instant food products,pickled vegetables,sliced cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,semi-finished bread,margarine,yogurt,whipped/sour cream,frozen dessert,rolls/buns,salt,sugar,cereals,canned vegetables,canned fish,skin care,hygiene articles,napkins,,,,,,,,,,,,,,,,
citrus fruit,whole milk,curd,dessert,sugar,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,curd,pastry,margarine,misc. beverages,bottled beer,red/blush wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,oil,hygiene articles,napkins,root vegetables,whole milk,butter,frozen dessert,potato products,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,hamburger meat,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,rolls/buns,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese ,rolls/buns,soda,chocolate,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,beef,frozen vegetables,dishes,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,yogurt,sliced cheese,rolls/buns,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,whole milk,yogurt,rolls/buns,bottled water,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,pet care,detergent,pastry,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,berries,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pickled vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,rolls/buns,margarine,spices,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,butter,whipped/sour cream,whole milk,domestic eggs,sugar,soups,tea,soda,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,onions,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,citrus fruit,berries,root vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,margarine,rum,,butter milk,whipped/sour cream,flour,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,herbs,whole milk,whole milk,cream cheese ,domestic eggs,brown bread,margarine,baking powder,waffles,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,root vegetables,other vegetables,yogurt,rolls/buns,pastry,semi-finished bread,margarine,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whole milk,curd,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles,,,,,,,,,,,,,,,,,,,,,
chicken,pip fruit,other vegetables,whole milk,whole milk,frozen fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,tropical fruit,root vegetables,whole milk,rolls/buns,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,onions,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,pip fruit,salad dressing,pastry,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,
